#################################################
##               rldock score v2               ##
#################################################
in_rec_path:      2CKY-A-1084-TPP/rec.mol2
in_ref_lig_path:  2CKY-A-1084-TPP/cpd_charge.mol2
in_poses_path:    2CKY-A-1084-TPP/pose/pose.mol2
in_info_path:     2CKY-A-1084-TPP/info.txt
in_score_mode:    binding_mode
debye length:     11
rec_file_name:      rec.mol2
ref_lig_file_name:  cpd_charge.mol2
poses_file_name:    pose.mol2
info_file_name:     info.txt
verbose:  0
#################################################
Load receptor: 2CKY_nuc from 2CKY-A-1084-TPP/rec.mol2
--> heavy atom num: 1652
Load reference ligand: TPP from 2CKY-A-1084-TPP/cpd_charge.mol2
--> heavy atom num: 26
#Scoring -----------------------------------------
#pose total dU(lj) dU(ele) dU(mutual_pol) dU(lig_self_pol) dU(sasa) dU(hbond) dU(rec_self_pol) dU(lig_lj) dU(lig_ele) rot_dof dU(stack)
vina_06_356 -7.772 -2.112 156.954 -151.218 6.793 -3.997 -3.097 3.730 -0.022 -1.392 8.000 -0.714
vina_06_357 -8.822 -1.484 160.016 -153.083 5.086 -4.121 -2.400 3.090 -0.025 -0.779 8.000 -0.962
vina_06_358 -7.751 -1.509 159.070 -150.492 5.704 -3.912 -4.124 3.078 -0.140 -2.957 8.000 -0.492
vina_06_359 -7.869 -1.473 145.999 -141.174 5.011 -3.851 -3.242 2.963 0.173 -0.467 8.000 -0.103
vina_06_360 -8.111 -1.643 157.884 -150.439 4.921 -3.821 -3.500 3.132 -0.154 -1.333 8.000 -0.844
vina_06_361 -7.513 -2.214 156.683 -152.113 7.106 -3.973 -5.039 3.555 0.229 0.859 8.000 -0.506
vina_06_362 -7.454 -1.519 160.296 -153.960 5.595 -3.888 -4.251 3.031 0.011 0.668 8.000 -0.336
vina_06_363 -7.567 -1.645 157.436 -150.158 4.555 -3.579 -4.930 3.160 0.039 -0.786 8.000 -0.852
vina_06_364 -8.938 -1.997 150.587 -145.147 5.791 -3.986 -3.507 3.184 -0.144 -1.298 8.000 -0.947
vina_06_365 -9.385 -1.822 140.035 -137.294 4.946 -4.111 -2.223 3.063 0.169 1.164 8.000 -0.772
vina_06_366 -8.288 -1.643 142.352 -139.453 4.587 -3.984 -1.849 3.259 0.287 1.383 8.000 -0.230
vina_06_367 -9.833 -1.697 142.563 -139.182 4.728 -3.932 -4.425 2.935 -0.018 -0.275 8.000 -1.196
vina_06_368 -7.449 -2.051 158.729 -153.113 6.856 -3.846 -7.145 3.457 0.124 -0.282 8.000 -0.511
vina_06_369 -8.270 -1.611 154.875 -149.163 4.373 -3.861 -2.785 3.057 0.158 1.465 8.000 -0.946
vina_06_370 -6.747 -1.560 157.619 -150.985 6.016 -3.827 -4.077 3.214 0.010 0.002 8.000 -0.136
vina_06_371 -8.556 -1.622 143.669 -139.363 4.648 -3.925 -2.543 3.090 0.082 -0.462 8.000 -0.388
vina_06_372 -7.968 -1.438 135.251 -133.294 4.859 -3.696 -3.858 3.079 -0.059 0.284 8.000 -0.080
vina_06_373 -8.376 -1.596 141.887 -137.838 5.967 -4.063 -1.979 3.072 -0.184 -0.921 8.000 -0.273
vina_06_374 -9.363 -2.084 159.173 -153.589 5.309 -4.244 -2.462 3.480 0.118 -0.041 8.000 -1.047
vina_06_375 -8.375 -1.814 159.570 -153.289 6.078 -4.082 -4.727 3.393 -0.014 -0.506 8.000 -0.880
vina_06_376 -7.953 -2.108 146.056 -142.426 6.521 -3.794 -4.277 3.407 -0.051 -1.161 8.000 -0.406
vina_06_377 -6.892 -1.743 156.370 -149.499 5.639 -3.828 -3.385 3.493 0.040 0.118 8.000 -0.519
vina_06_378 -7.890 -1.524 160.548 -153.369 4.780 -3.750 -1.799 3.003 0.032 -0.146 8.000 -1.059
vina_06_379 -7.379 -1.586 143.932 -139.642 5.383 -3.641 -4.805 3.069 0.263 -0.401 8.000 -0.205
vina_06_380 -6.441 -1.682 159.896 -154.035 6.211 -3.677 -4.755 3.247 0.049 0.718 8.000 -0.104
vina_06_381 -7.651 -1.630 156.768 -150.585 4.666 -3.799 -3.143 3.105 0.152 1.723 8.000 -0.815
vina_06_382 -9.445 -1.580 139.288 -136.040 4.429 -4.070 -4.735 2.991 0.065 0.272 8.000 -0.513
vina_06_383 -7.783 -1.431 149.315 -142.506 5.421 -3.881 -2.348 2.991 -0.116 -3.075 8.000 -0.083
vina_06_384 -8.000 -1.789 153.543 -147.373 4.082 -3.636 -1.797 3.243 0.182 0.412 8.000 -1.224
vina_06_385 -8.690 -1.658 141.941 -138.456 5.747 -4.125 -4.228 3.099 0.003 -0.104 8.000 -0.201
vina_06_386 -8.583 -1.444 147.885 -141.915 5.074 -4.151 -2.665 3.048 -0.040 -1.221 8.000 -0.328
vina_06_387 -8.864 -1.378 154.355 -148.362 5.307 -4.135 -1.654 2.754 -0.240 -0.743 8.000 -0.532
vina_06_388 -8.954 -1.819 148.686 -143.232 5.418 -4.172 -1.596 3.010 -0.081 -0.695 8.000 -0.510
vina_06_389 -8.619 -1.512 154.768 -147.272 4.290 -3.867 -1.316 2.990 -0.060 -1.534 8.000 -1.115
vina_06_390 -8.980 -1.748 138.546 -134.736 4.956 -3.774 -4.976 2.960 -0.045 -1.807 8.000 -0.538
vina_06_391 -7.955 -1.611 146.776 -142.308 5.569 -3.890 -2.548 3.201 -0.032 -1.282 8.000 -0.166
vina_06_392 -9.393 -1.519 138.801 -134.736 4.408 -3.892 -4.079 2.784 0.034 -0.652 8.000 -0.880
vina_06_393 -8.308 -2.119 143.281 -140.103 5.617 -3.901 -1.997 3.524 0.112 0.364 8.000 -0.724
vina_06_394 -7.459 -1.627 156.811 -151.077 4.466 -3.779 -2.408 3.273 0.193 2.120 8.000 -0.780
vina_06_395 -7.752 -1.653 141.780 -138.081 5.221 -3.837 -2.798 2.997 0.059 0.779 8.000 -0.070
vina_06_396 -9.617 -1.622 143.877 -138.576 5.226 -3.956 -3.195 2.735 -0.139 -2.928 8.000 -0.904
vina_06_397 -9.209 -1.742 141.033 -136.367 5.329 -4.084 -3.666 3.087 0.014 -0.983 8.000 -0.883
vina_06_398 -8.363 -1.518 135.801 -132.911 4.646 -3.738 -5.218 2.928 0.052 0.427 8.000 -0.346
vina_06_399 -7.517 -1.575 157.223 -150.123 4.650 -3.710 -5.036 3.035 0.301 0.570 8.000 -0.764
vina_06_400 -7.581 -1.643 153.285 -147.717 4.529 -3.577 -4.345 2.998 0.114 0.924 8.000 -0.683
vina_06_401 -8.787 -1.582 159.231 -152.569 5.039 -3.975 -2.002 2.841 -0.053 -0.034 8.000 -1.110
vina_06_402 -8.828 -1.703 142.597 -138.469 4.537 -3.907 -1.898 2.965 0.112 1.298 8.000 -1.052
vina_06_403 -8.323 -1.812 142.825 -137.763 5.742 -4.077 -1.846 3.353 -0.028 -1.963 8.000 -0.309
vina_06_404 -7.930 -1.529 149.038 -143.472 5.228 -3.984 -1.849 3.167 0.078 -1.478 8.000 -0.073
vina_06_405 -8.625 -1.565 146.599 -142.105 5.606 -4.110 -4.576 3.108 -0.037 -0.999 8.000 -0.144
vina_06_406 -7.978 -1.637 139.834 -136.287 4.978 -3.752 -4.456 3.057 0.094 0.440 8.000 -0.329
vina_06_407 -7.965 -1.501 146.974 -142.164 5.070 -4.049 -1.833 3.199 0.065 0.279 8.000 -0.201
vina_06_408 -7.672 -1.422 157.024 -148.076 5.138 -3.931 -1.916 3.218 -0.083 -3.818 8.000 -0.400
vina_06_409 -7.779 -1.550 154.673 -148.253 5.154 -3.923 -1.836 3.127 -0.093 -0.934 8.000 -0.292
vina_06_410 -8.773 -1.487 143.420 -139.272 5.201 -4.259 -2.465 3.016 0.075 0.331 8.000 -0.135
vina_06_411 -8.149 -1.836 155.921 -150.231 4.492 -3.804 -4.755 3.308 0.171 1.432 8.000 -0.973
vina_06_412 -7.914 -1.596 156.719 -148.989 5.381 -4.079 -2.205 3.088 -0.006 -1.252 8.000 -0.357
vina_06_413 -7.972 -1.536 157.043 -150.071 4.752 -3.845 -3.234 3.018 -0.012 -0.513 8.000 -0.607
vina_06_414 -7.513 -1.657 142.069 -137.141 5.741 -3.640 -4.303 3.126 -0.104 -2.631 8.000 -0.115
vina_06_415 -8.381 -1.551 157.221 -150.274 4.736 -3.926 -1.960 3.112 0.003 -0.630 8.000 -0.996
vina_06_416 -8.678 -1.581 145.838 -140.807 4.779 -3.913 -2.509 3.009 -0.031 -0.921 8.000 -0.638
vina_06_417 -8.203 -1.543 138.118 -134.811 4.862 -3.831 -3.687 3.019 0.084 0.339 8.000 -0.290
vina_06_418 -9.316 -1.433 139.256 -135.936 4.287 -3.881 -3.320 2.814 0.063 0.543 8.000 -1.017
vina_06_419 -8.423 -2.104 158.950 -152.407 5.764 -4.084 -6.035 3.682 0.282 -0.981 8.000 -0.803
vina_06_420 -8.409 -1.729 141.621 -138.075 5.546 -3.923 -4.368 3.191 -0.070 -0.501 8.000 -0.325
vina_06_421 -7.805 -1.612 154.585 -147.898 4.404 -3.726 -3.734 3.117 0.076 0.067 8.000 -0.774
vina_06_422 -8.242 -1.946 157.526 -151.412 6.006 -4.144 -4.818 3.528 -0.012 -0.425 8.000 -0.542
vina_06_423 -7.596 -1.521 148.297 -143.135 4.339 -3.631 -3.505 3.054 0.192 0.898 8.000 -0.666
vina_06_424 -7.766 -1.635 150.846 -146.073 6.129 -3.913 -2.228 3.265 -0.167 -1.538 8.000 -0.173
vina_06_425 -7.035 -1.764 144.514 -139.389 5.663 -3.685 -1.030 3.276 -0.060 -1.220 8.000 -0.201
vina_06_426 -9.062 -1.466 149.244 -142.077 4.891 -4.048 -1.903 2.921 -0.154 -2.933 8.000 -0.862
vina_06_427 -6.848 -1.657 145.082 -139.826 5.274 -3.638 -0.707 3.269 0.046 -0.842 8.000 -0.206
vina_06_428 -8.404 -1.572 145.093 -140.488 5.145 -4.021 -2.759 2.889 0.043 -0.259 8.000 -0.088
vina_06_429 -8.346 -1.439 158.600 -150.665 5.030 -4.076 -1.102 3.097 -0.041 -2.043 8.000 -0.696
vina_06_430 -7.217 -1.714 152.436 -146.595 4.499 -3.614 -1.794 3.298 0.096 0.308 8.000 -0.586
vina_06_431 -7.213 -1.466 160.046 -152.136 5.705 -4.022 -3.255 3.106 0.010 -0.417 8.000 -0.210
vina_06_432 -7.538 -1.587 159.682 -152.210 5.595 -3.955 -2.691 3.221 0.000 -0.145 8.000 -0.755
vina_06_433 -7.629 -1.622 141.369 -137.185 4.888 -3.554 -4.319 3.051 0.066 -0.662 8.000 -0.364
vina_06_434 -7.579 -1.937 156.675 -151.055 5.575 -3.771 -1.862 3.288 0.137 1.538 8.000 -1.119
vina_06_435 -9.080 -1.662 154.532 -148.176 4.160 -3.944 -2.361 3.009 0.058 -0.613 8.000 -1.011
vina_06_436 -8.018 -1.647 145.887 -141.660 5.181 -3.916 -4.550 2.890 0.102 1.161 8.000 -0.069
vina_06_437 -7.210 -1.540 140.899 -136.778 4.979 -3.691 -1.121 3.092 0.209 -0.123 8.000 -0.069
vina_06_438 -8.445 -1.564 139.696 -136.600 4.738 -3.966 -3.076 2.960 0.308 0.965 8.000 -0.160
vina_06_439 -8.588 -1.436 142.551 -136.543 5.384 -4.008 -1.318 2.801 -0.207 -3.315 8.000 -0.200
vina_06_440 -7.728 -1.914 158.453 -151.482 6.166 -4.120 -3.354 3.429 0.046 -0.140 8.000 -0.543
vina_06_441 -9.380 -1.507 144.993 -141.094 5.136 -4.209 -3.611 3.035 -0.012 -0.586 8.000 -0.429
vina_06_442 -8.742 -1.592 137.781 -133.071 5.008 -3.982 -3.203 2.934 -0.035 -1.747 8.000 -0.285
vina_06_443 -7.696 -1.559 151.399 -144.292 4.870 -3.869 -1.191 3.135 -0.088 -1.766 8.000 -0.357
vina_06_444 -7.171 -1.623 159.098 -152.947 5.493 -3.883 -3.011 3.231 0.053 1.169 8.000 -0.358
vina_06_445 -8.035 -1.522 145.505 -140.741 4.806 -3.875 -3.190 2.939 0.097 0.044 8.000 -0.161
vina_06_446 -8.665 -1.735 154.736 -149.489 5.465 -4.000 -1.245 3.074 0.032 0.148 8.000 -0.994
vina_06_447 -7.919 -1.642 145.373 -140.419 5.618 -3.933 -1.958 3.182 -0.210 -1.111 8.000 -0.249
vina_06_448 -8.004 -1.366 143.794 -138.801 4.713 -3.962 -2.694 3.028 0.071 -0.578 8.000 -0.034
vina_06_449 -7.087 -1.722 146.977 -141.866 5.056 -3.729 0.000 3.337 0.030 -0.372 8.000 -0.198
vina_06_450 -8.655 -1.440 149.122 -142.906 4.382 -3.983 -4.394 2.957 -0.005 -0.682 8.000 -0.539
vina_06_451 -7.994 -1.432 155.832 -148.962 4.294 -3.971 -1.921 3.147 0.173 0.387 8.000 -0.677
vina_06_452 -8.139 -1.731 143.330 -137.959 4.885 -3.824 -2.343 3.140 0.178 -1.941 8.000 -0.325
vina_06_453 -8.289 -1.546 143.133 -138.871 4.408 -3.765 -2.993 2.960 -0.114 -0.038 8.000 -0.385
vina_06_454 -8.688 -1.747 145.208 -139.610 5.099 -3.952 -0.608 3.118 0.038 -2.340 8.000 -0.663
vina_06_455 -9.040 -1.549 158.050 -151.155 4.423 -4.050 -2.382 3.018 0.129 0.073 8.000 -1.264
vina_06_456 -8.347 -1.798 160.774 -153.491 4.968 -3.915 -4.235 3.047 0.091 -0.333 8.000 -0.775
vina_06_457 -7.312 -1.645 144.934 -141.242 4.874 -3.647 -2.223 3.254 0.150 1.220 8.000 -0.434
vina_06_458 -8.425 -1.675 155.796 -149.280 4.554 -4.074 -2.556 3.165 0.020 -0.379 8.000 -0.320
vina_06_459 -7.891 -1.632 153.300 -146.025 4.613 -3.874 -1.789 3.245 0.061 -1.285 8.000 -0.669
vina_06_460 -7.471 -1.679 149.286 -145.287 5.344 -3.856 -1.966 3.212 0.051 1.157 8.000 -0.113
vina_06_461 -8.958 -2.188 142.198 -138.965 4.922 -4.058 -1.942 3.510 0.217 0.726 8.000 -0.706
vina_06_462 -7.246 -1.441 148.864 -143.390 5.500 -3.684 -3.567 2.917 0.088 -1.277 8.000 -0.020
vina_06_463 -7.924 -1.606 146.989 -143.350 5.094 -3.948 -2.179 3.135 0.109 1.362 8.000 -0.164
vina_06_464 -9.068 -1.928 157.605 -151.757 4.891 -3.977 -3.887 3.211 -0.059 0.334 8.000 -1.197
vina_06_465 -9.137 -1.504 143.672 -139.031 5.192 -4.095 -2.946 3.034 -0.103 -1.283 8.000 -0.681
vina_06_466 -8.387 -1.388 153.462 -146.993 4.194 -3.930 -1.381 3.007 -0.009 0.317 8.000 -0.948
vina_06_467 -7.620 -1.466 155.825 -148.330 4.617 -3.828 -3.013 3.001 0.101 -0.279 8.000 -0.578
vina_06_468 -8.907 -1.385 146.432 -139.271 4.875 -4.061 -1.388 2.803 -0.086 -2.359 8.000 -0.864
vina_06_469 -7.139 -1.621 146.176 -141.704 5.112 -3.822 -2.111 3.247 0.064 1.249 8.000 -0.095
vina_06_470 -8.568 -1.306 137.911 -135.142 4.767 -3.749 -5.060 2.620 -0.053 0.137 8.000 -0.194
vina_06_471 -7.925 -1.467 140.718 -135.925 4.539 -3.681 -2.982 2.706 0.103 -0.540 8.000 -0.211
vina_06_472 -8.226 -1.362 141.286 -137.438 5.264 -3.897 -4.828 2.762 -0.126 -0.080 8.000 -0.012
vina_06_473 -7.819 -1.739 151.578 -145.849 4.389 -3.706 -0.822 3.195 0.031 -0.172 8.000 -0.667
vina_06_474 -8.550 -1.596 152.833 -145.974 4.187 -3.785 -2.166 2.965 -0.014 -0.786 8.000 -1.101
vina_06_475 -6.939 -1.608 146.868 -142.086 5.001 -3.737 -1.534 3.404 0.275 -0.033 8.000 -0.086
vina_06_476 -7.664 -1.432 143.533 -139.201 4.886 -3.818 -2.894 3.070 0.280 0.024 8.000 -0.162
vina_06_477 -9.146 -1.568 136.041 -133.457 4.549 -4.010 -4.389 3.085 0.025 0.237 8.000 -0.383
vina_06_478 -7.996 -1.666 147.096 -143.827 5.491 -3.810 -3.975 3.169 0.024 0.362 8.000 -0.264
vina_06_479 -6.985 -1.520 154.519 -147.107 5.020 -3.749 -2.132 2.954 0.005 -0.530 8.000 -0.159
vina_06_480 -7.666 -1.697 158.829 -150.676 4.836 -3.810 -3.770 3.137 0.011 -1.005 8.000 -0.645
vina_06_481 -8.383 -1.417 155.760 -149.472 4.092 -3.939 -1.591 3.051 0.107 0.602 8.000 -0.857
vina_06_482 -8.177 -1.665 154.849 -148.083 4.696 -3.914 -2.735 3.028 0.088 -0.001 8.000 -0.702
vina_06_483 -8.823 -1.545 143.631 -139.259 5.052 -3.880 -4.030 2.672 0.052 -1.298 8.000 -0.227
vina_06_484 -7.701 -1.557 146.747 -141.383 5.358 -3.974 -2.288 3.061 -0.123 0.135 8.000 -0.149
vina_06_485 -7.901 -1.542 147.067 -141.371 5.153 -3.992 -0.252 3.258 0.017 -1.645 8.000 -0.248
vina_06_486 -7.301 -1.449 144.372 -138.394 5.031 -3.582 -2.798 2.981 0.007 -2.381 8.000 -0.230
vina_06_487 -8.196 -1.664 153.119 -146.119 4.809 -3.812 -3.247 3.025 -0.202 -0.884 8.000 -0.851
vina_06_488 -8.357 -1.519 149.705 -143.506 4.242 -3.868 -2.990 2.920 -0.068 -0.557 8.000 -0.458
vina_06_489 -8.661 -1.509 158.644 -151.310 4.639 -4.154 -1.807 3.058 0.019 -0.461 8.000 -0.699
vina_06_490 -7.338 -1.454 142.235 -138.319 4.491 -3.745 -1.685 3.202 0.207 1.020 8.000 -0.196
vina_06_491 -6.864 -1.274 147.378 -140.333 5.143 -3.568 -1.700 2.910 -0.104 -3.106 8.000 -0.065
vina_06_492 -7.899 -1.330 161.579 -153.869 4.555 -3.912 -1.997 2.919 0.066 0.108 8.000 -0.753
vina_06_493 -8.085 -1.470 155.547 -149.032 4.471 -3.878 -1.945 2.992 0.122 0.976 8.000 -0.984
vina_06_494 -8.952 -1.743 146.947 -142.496 4.656 -4.015 -2.613 2.895 0.080 0.815 8.000 -0.574
vina_06_495 -7.916 -1.617 142.745 -139.336 4.985 -3.903 -2.319 3.080 0.086 1.227 8.000 -0.111
vina_06_496 -8.217 -1.301 140.628 -134.315 3.788 -3.703 -3.039 2.915 0.022 -2.193 8.000 -0.548
vina_06_497 -8.975 -1.361 148.393 -142.650 4.245 -4.104 -2.376 2.908 -0.142 -0.579 8.000 -0.448
vina_06_498 -8.881 -1.558 142.653 -138.789 4.898 -4.083 -1.180 2.957 0.063 0.563 8.000 -0.587
vina_06_499 -8.862 -1.683 147.908 -142.604 5.342 -3.999 -3.167 2.958 0.024 -1.324 8.000 -0.634
vina_06_500 -7.096 -1.365 154.509 -146.882 4.599 -3.785 -1.968 3.112 0.032 -0.841 8.000 -0.301
vina_07_1 -12.036 -3.447 141.006 -140.631 5.705 -3.898 -8.122 4.012 0.256 1.242 8.000 -3.388
vina_07_2 -11.925 -3.452 142.239 -141.157 5.886 -3.965 -7.322 4.066 0.328 0.602 8.000 -3.346
vina_07_4 -10.851 -3.179 141.257 -140.632 6.199 -3.897 -6.648 3.971 0.394 1.606 8.000 -2.835
vina_07_5 -11.523 -3.425 144.426 -142.235 5.615 -3.982 -5.468 4.221 0.306 0.515 8.000 -3.393
vina_07_7 -11.651 -3.112 141.042 -139.768 5.761 -3.893 -6.794 3.810 0.084 0.066 8.000 -3.067
vina_07_8 -11.402 -2.743 134.898 -134.631 5.236 -3.924 -8.219 3.543 0.177 1.246 8.000 -2.405
vina_07_10 -11.912 -3.327 141.821 -140.089 5.411 -3.957 -7.062 3.936 0.418 0.846 8.000 -3.422
vina_07_11 -12.048 -3.185 142.004 -139.064 5.077 -3.955 -6.237 3.719 0.197 -0.272 8.000 -3.366
vina_07_12 -11.602 -3.059 140.804 -138.480 5.485 -3.949 -7.101 3.699 0.072 0.524 8.000 -3.119
vina_07_13 -10.179 -2.483 139.856 -138.153 5.945 -4.018 -6.812 3.662 0.004 -0.704 8.000 -1.345
vina_07_14 -10.792 -2.985 143.559 -141.722 5.945 -3.942 -4.430 3.979 0.062 0.284 8.000 -2.754
vina_07_15 -11.213 -2.711 137.498 -135.784 5.069 -3.932 -6.105 3.537 0.140 0.940 8.000 -2.655
vina_07_16 -8.843 -1.998 158.568 -154.049 5.480 -4.068 -6.339 3.536 0.143 1.337 8.000 -0.969
vina_07_17 -10.613 -2.775 138.793 -137.379 5.960 -3.902 -7.634 3.741 0.281 -0.509 8.000 -2.060
vina_07_19 -11.168 -2.951 139.379 -137.939 5.085 -3.783 -6.378 3.674 0.179 1.411 8.000 -3.023
vina_07_20 -9.802 -1.987 140.051 -135.532 5.561 -3.947 -5.590 3.057 -0.058 -2.676 8.000 -1.137
vina_07_21 -9.758 -2.156 138.644 -136.842 5.305 -3.978 -6.045 3.392 0.031 0.369 8.000 -1.030
vina_07_22 -8.439 -1.979 159.369 -154.739 5.993 -3.950 -8.294 3.395 0.112 1.456 8.000 -0.887
vina_07_23 -10.086 -2.154 138.989 -135.822 5.080 -3.935 -7.956 2.968 -0.017 -0.822 8.000 -0.848
vina_07_24 -9.581 -1.988 139.470 -136.959 5.525 -4.089 -4.001 3.207 -0.043 0.514 8.000 -0.963
vina_07_25 -9.835 -2.082 136.938 -134.997 4.970 -3.962 -8.726 3.283 0.093 -0.040 8.000 -0.674
vina_07_26 -11.793 -2.759 134.908 -134.466 4.907 -3.903 -7.704 3.479 0.121 1.099 8.000 -2.696
vina_07_27 -9.497 -2.179 139.730 -136.875 5.500 -3.918 -8.219 3.357 0.075 -1.105 8.000 -0.714
vina_07_28 -9.653 -2.005 142.069 -138.126 5.549 -3.993 -4.199 3.097 -0.132 0.100 8.000 -1.544
vina_07_31 -9.699 -2.502 140.622 -139.101 5.735 -4.111 -4.467 3.758 0.299 1.000 8.000 -1.190
vina_07_34 -7.649 -1.966 158.378 -153.998 6.665 -4.019 -6.958 3.647 0.116 1.180 8.000 -0.417
vina_07_35 -9.673 -2.146 136.329 -134.186 5.365 -4.083 -6.648 3.334 0.071 0.573 8.000 -0.791
vina_07_36 -9.336 -2.375 141.912 -138.710 5.488 -4.204 -2.779 3.846 0.333 -0.107 8.000 -0.987
vina_07_37 -10.016 -2.139 139.059 -135.919 5.093 -4.012 -5.871 3.356 0.103 -1.049 8.000 -1.183
vina_07_38 -9.736 -2.211 139.700 -137.218 5.502 -4.266 -4.805 3.491 0.292 0.720 8.000 -0.812
vina_07_39 -9.656 -2.285 145.622 -142.409 5.448 -3.961 -6.445 3.247 -0.029 -0.701 8.000 -0.711
vina_07_40 -9.023 -2.043 142.491 -140.339 5.614 -3.845 -6.534 3.425 0.050 0.041 8.000 -0.810
vina_07_42 -9.839 -1.878 136.536 -134.233 5.129 -3.849 -6.781 3.014 0.053 -0.089 8.000 -1.259
vina_07_43 -9.795 -1.956 143.183 -137.991 5.309 -3.809 -3.640 3.080 -0.152 -3.750 8.000 -1.457
vina_07_44 -9.267 -1.808 146.561 -143.508 6.003 -4.069 -5.125 2.961 -0.155 0.272 8.000 -0.593
vina_07_45 -11.048 -2.657 142.006 -139.590 5.264 -4.196 -3.884 3.758 0.244 0.374 8.000 -2.263
vina_07_46 -7.773 -1.798 158.074 -152.904 6.551 -3.920 -7.535 3.347 -0.024 -0.019 8.000 -0.425
vina_07_47 -8.733 -2.040 160.189 -154.426 5.794 -4.168 -4.628 3.451 -0.018 0.261 8.000 -0.750
vina_07_48 -9.347 -1.963 141.321 -137.833 5.410 -4.016 -5.824 2.977 -0.090 -0.960 8.000 -0.269
vina_07_49 -9.498 -2.037 140.703 -137.693 5.211 -4.059 -4.040 3.302 0.011 0.278 8.000 -0.960
vina_07_50 -8.512 -1.794 158.886 -153.752 5.855 -4.059 -4.072 3.335 0.068 0.578 8.000 -0.905
vina_07_51 -8.067 -1.913 159.207 -153.857 5.948 -3.971 -4.893 3.567 0.021 0.387 8.000 -0.848
vina_07_52 -9.143 -1.885 138.593 -136.367 5.292 -4.116 -5.036 3.348 -0.053 0.271 8.000 -0.246
vina_07_53 -9.517 -1.932 140.885 -138.425 5.075 -4.010 -4.797 3.014 -0.004 0.422 8.000 -0.523
vina_07_54 -8.959 -1.972 148.186 -143.052 5.862 -4.139 -3.060 3.351 -0.039 -1.576 8.000 -0.690
vina_07_55 -9.675 -2.294 139.924 -137.303 5.341 -4.280 -3.307 3.691 0.234 1.043 8.000 -1.053
vina_07_56 -7.307 -1.956 158.158 -152.506 5.873 -3.724 -7.036 3.427 0.131 1.489 8.000 -0.822
vina_07_57 -9.052 -2.129 140.170 -137.261 5.201 -4.112 -3.403 3.611 0.087 0.534 8.000 -0.709
vina_07_58 -9.095 -2.113 159.024 -154.480 5.717 -4.163 -6.711 3.580 0.153 1.394 8.000 -1.043
vina_07_59 -9.674 -1.867 138.205 -136.053 4.694 -3.880 -6.152 3.044 0.219 0.339 8.000 -0.884
vina_07_60 -8.993 -1.945 149.875 -145.623 5.967 -4.033 -4.251 3.318 -0.116 -1.392 8.000 -0.649
vina_07_61 -8.598 -2.090 160.521 -155.052 5.852 -4.002 -5.873 3.274 0.088 0.961 8.000 -0.898
vina_07_62 -7.263 -2.081 159.500 -153.532 5.890 -3.679 -6.825 3.519 0.133 1.221 8.000 -0.952
vina_07_63 -10.134 -2.332 140.494 -137.579 5.450 -4.179 -5.174 3.507 0.004 -0.344 8.000 -1.142
vina_07_64 -8.817 -1.968 139.369 -136.517 5.501 -4.050 -5.977 3.495 0.174 -0.553 8.000 -0.264
vina_07_65 -8.305 -1.985 159.383 -155.091 6.143 -3.975 -7.095 3.323 0.113 1.483 8.000 -0.600
vina_07_66 -8.421 -2.037 159.210 -153.839 6.023 -4.079 -5.788 3.396 -0.013 0.693 8.000 -0.641
vina_07_67 -9.938 -2.154 136.210 -133.687 5.226 -4.065 -6.874 3.411 0.019 -0.630 8.000 -0.914
vina_07_68 -9.762 -1.847 141.367 -136.724 5.473 -3.840 -5.756 2.978 -0.151 -3.312 8.000 -1.178
vina_07_69 -8.333 -2.096 156.588 -151.721 6.673 -4.046 -6.271 3.566 0.088 -0.447 8.000 -0.685
vina_07_70 -9.631 -2.294 143.518 -139.750 5.921 -3.968 -5.634 3.167 -0.074 -2.173 8.000 -0.681
vina_07_71 -9.712 -1.885 143.790 -140.348 5.509 -3.872 -5.564 2.891 -0.130 -0.609 8.000 -1.223
vina_07_72 -8.936 -1.861 142.134 -137.850 5.326 -4.089 -3.536 3.273 -0.014 -1.027 8.000 -0.479
vina_07_73 -9.421 -1.966 143.277 -139.263 5.108 -4.213 -4.870 3.379 0.168 0.096 8.000 -0.739
vina_07_74 -8.083 -2.125 158.573 -152.837 6.513 -3.920 -6.965 3.526 0.100 -0.697 8.000 -0.781
vina_07_75 -9.975 -2.339 141.790 -138.058 5.576 -4.236 -3.185 3.661 0.059 -0.781 8.000 -1.377
vina_07_76 -9.795 -1.838 136.601 -134.312 4.467 -3.941 -4.976 3.109 0.106 0.520 8.000 -1.039
vina_07_78 -9.974 -1.904 138.330 -134.805 4.815 -4.048 -6.763 3.168 0.044 -1.407 8.000 -0.799
vina_07_79 -9.500 -2.001 136.147 -133.589 5.273 -4.109 -7.129 3.186 0.098 0.338 8.000 -0.449
vina_07_80 -7.665 -1.923 159.813 -153.052 6.098 -3.850 -6.856 3.445 0.072 -0.805 8.000 -0.692
vina_07_81 -10.463 -2.189 139.150 -136.097 5.072 -4.183 -6.482 3.411 0.034 -0.439 8.000 -1.273
vina_07_82 -8.917 -1.874 158.209 -152.768 6.024 -4.231 -4.264 3.388 0.024 0.044 8.000 -0.874
vina_07_83 -7.983 -1.978 158.141 -153.119 6.674 -4.062 -5.964 3.367 0.301 0.261 8.000 -0.394
vina_07_84 -8.415 -1.761 158.600 -151.711 5.131 -3.911 -3.349 3.165 -0.079 -0.248 8.000 -1.116
